artist_name,track_name,release_date,genre,lyrics,topic,age
harry belafonte,matilda,1956,pop,money venezuela money venezuela dollars friends lose woman sell cart horse heya money venezuela everybody sing sing little louder money venezuela go round corner sing money venezuela money house plan ahey money venezuela everybody money venezuela go round corner money venezuela money inside stick pillow beneath head know money everybody money venezuela hooma locka chimba bring little water money venezuela women money venezuela everybody goin round corner bring little water money venezuela friends money go vain heya money venezuela everybody balockachimba money venezuela sing little softer money venezuela everybody sing money venezuela,obscene,9
the clovers,devil or angel,1956,pop,devil mind like devil dear whichever miss miss miss devil leave mind devil dear whichever need need need look like smile divine guess devil leave mind devil dear whichever devil leave mind devil dear whichever,violence,9
harry belafonte,hosanna,1956,pop,hosanna build house hosanna build house hosanna build house hosanna build house house build weak foundation stand stoics stall creation stand house build weak foundation stand stoics stall creation stand hosanna come come burn come blow house house weak house build weak foundation stand stoics stall creation stand hosanna build house hosanna build house hosanna build house hosanna build house house build foundation stand stoics stall creation stand hosanna come come shine blow house house strong hosanna build house hosanna build house hosanna build house hosanna build house,violence,9
jerry vale,volare (nel blu dipinto di blu),1956,pop,world valley heartaches tear hustle bustle appear remind leave shadow volare cantare cloud away madden crowd sing glow know lovers enjoy peace mind leave confusion disillusion like bird feather rainbow volare cantare wonder heart sing give wing give wing give wing,sadness,9
the platters,why should i,1956,pop,time tell goodbye believe kiss wonder kiss care hold spell fool dear tell know goodbye know pretend love hold spell fool dear tell know goodbye know pretend love,romantic,9
johnny mathis,in other words (fly me to the moon),1956,pop,moon play star spring like jupiter mar word hold hand word darling kiss life song sing forevermore worship word true word,music,9
lavern baker,i'll never be free,1956,pop,time hold arm grow cold ache place darling embrace free lips burn desire kiss put satisfy long free smile tender sweet surrender eye free remember thrill sigh like chain bind heart remain apart kiss give slave free,romantic,9
the platters,remember when,1956,pop,remember dahdootdoodoo dahdootdoodoo lips afraid remember dahdootdoodoo surprise dahdootdoodoo heaven heart leap eye remember cry dumb think darling deep inside feel feel divine love dahdootdoodoo dahdootdoodoo remember remember cry dumb think darling deep inside feel feel divine love remember,sadness,9
the clovers,love love love,1956,pop,clovers peak july diamonds peked july nothin world girl nothin world girl thing thinkin feelin blue nothin world girl nothin world girl thing thinkin pick pick feel lowdown feel lowdown smile wearin frown want need loove loove loove loove loove loove loove loove loove drink till head go round round loove loove loove come turtle annotate submit sanchez,obscene,9
johnny mathis,it might as well be spring,1956,pop,restless windstorm jumpy puppet string spring fever know spring starry eye vaguely discontent like nightingale song sing spring fever spring wish walk strange street hear word hear girl meet busy spider spin daydream giddy baby swing see crocus rosebud wing feel melancholy spring spring wish walk strange street hear word hear girl meet busy spider spin daydream giddy baby swing see crocus rosebud wing feel melancholy spring spring,music,9
the platters,at your beck and call,1956,pop,forever fate obey slave want question demand life command want matter away distance mean go year offer throne heart soul matter away distance mean cause go year offer throne heart soul baby,world/life,9
the platters,september in the rain,1956,pop,leave come tumblin remember september rain go like die ember september rain word hear whisper raindrops play sweet refrain spring september september rain word hear whisper raindrops play sweet refrain spring september september rain september rain,music,9
the platters,i give you my word,1956,pop,word word romance give lips heart soul heart break word heaven hear darling good life change word word heaven hear darling good life change word word word word,music,9
jerry vale,more,1956,pop,innamorata innamorata lips meet innamorata kiss kiss sweet innamorata hold close warm wine heaven door innamorata want innamorata symphony beautiful sonata innamorata sweetheart lips meet innamorata kiss kiss sweet innamorata hold close warm wine heaven door innamorata want innamorata symphony beautiful sonata innamorata sweetheart innamorata innamorata,romantic,9
jerry vale,summertime in venice,1956,pop,dream summertime venice summertime cafes sunlit days antique shop stop souvenir bridge boat blue dream winter long violins play song dream real feel lips know ocean apart venice summertime deep heart,music,9
the clovers,here goes a fool,1956,pop,world cold blood trap niggas show hoe backpack niggas afroes holla nigga budget try braid nope talk cornrows try grade look score play jigga hit good delivery bitch digiornos fuck real shit feel shit go realer shit sign deal go dealership take look credit say forget train shit change feel pain like build game like pimp caine little drug dealer reference niggas lie flashbacks teacher tell look nigga crazy look wing flier bird cosigner beamer whiter burbs like genius nerd tutor bitch admire curve noun verb try hide skirt come fuck hymnhim like choir church good momma tell good doctor lawyer black employ nigga affirmative action master tax cover fool bitch freshman class write pass hear shots fire yeah stone cast shit niggas hear album sound like classic niggas album plastic bastard gonna match nigga master shit practice catch ville nigga casket city like favorite jacket gonna wear damn night know pay shit bitch damn right,obscene,9
t m soundararajan,chinna kelbyaadve nanna ppuraana,1956,pop,lullaby birdland hear sigh wordland word reveal phrase feel hear turtle doves kind magic music lips kiss weepy know pillow tell farewell goodbye lullaby birdland whisper kiss sweet fly high birdland high lullaby lullaby hear turtle doves kind magic music lips kiss weepy know pillow tell farewell goodbye lullaby birdland whisper kiss sweet fly high birdland high,romantic,9
